species,animal_id,N_animals,BW,BW_units,BW_init,BW_init_units,strain,dose,dose_units,time,time_units,conc_mean,conc_sd,standard_error,conc_units,route,matrix,sex,dtxsid,source
rat,652095,1,-1,NA,205.9,g,sprague-dawley,0.1,mg/kg,12,hour,0.501,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix H
rat,652095,1,-1,NA,205.9,g,sprague-dawley,0.1,mg/kg,16,hour,0.714,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix H
rat,652095,1,-1,NA,205.9,g,sprague-dawley,0.1,mg/kg,24,hour,0.443,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix H
rat,652095,1,-1,NA,205.9,g,sprague-dawley,0.1,mg/kg,36,hour,0.371,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix H
rat,652095,1,-1,NA,205.9,g,sprague-dawley,0.1,mg/kg,48,hour,0.322,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix H
rat,652095,1,-1,NA,205.9,g,sprague-dawley,0.1,mg/kg,72,hour,0.32,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix H
rat,652095,1,-1,NA,205.9,g,sprague-dawley,0.1,mg/kg,96,hour,0.367,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix H
rat,652095,1,-1,NA,205.9,g,sprague-dawley,0.1,mg/kg,120,hour,0.304,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix H
rat,652095,1,-1,NA,205.9,g,sprague-dawley,0.1,mg/kg,144,hour,0.309,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix H
rat,652095,1,-1,NA,205.9,g,sprague-dawley,0.1,mg/kg,168,hour,0.247,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix H
rat,652095,1,-1,NA,205.9,g,sprague-dawley,0.1,mg/kg,192,hour,0.241,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix H
rat,652095,1,-1,NA,205.9,g,sprague-dawley,0.1,mg/kg,240,hour,0.181,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix H
rat,652095,1,-1,NA,205.9,g,sprague-dawley,0.1,mg/kg,288,hour,0.176,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix H
rat,652095,1,-1,NA,205.9,g,sprague-dawley,0.1,mg/kg,336,hour,0.117,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix H
rat,652095,1,-1,NA,205.9,g,sprague-dawley,0.1,mg/kg,384,hour,0.102,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix H
rat,652095,1,-1,NA,205.9,g,sprague-dawley,0.1,mg/kg,432,hour,0.087,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix H
rat,652095,1,-1,NA,205.9,g,sprague-dawley,0.1,mg/kg,480,hour,0.081,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix H
rat,652095,1,-1,NA,205.9,g,sprague-dawley,0.1,mg/kg,528,hour,0.067,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix H
rat,652096,1,-1,NA,207.5,g,sprague-dawley,0.1,mg/kg,0.25,hour,0.442,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix H
rat,652096,1,-1,NA,207.5,g,sprague-dawley,0.1,mg/kg,0.5,hour,0.448,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix H
rat,652096,1,-1,NA,207.5,g,sprague-dawley,0.1,mg/kg,1,hour,0.676,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix H
rat,652096,1,-1,NA,207.5,g,sprague-dawley,0.1,mg/kg,2,hour,0.509,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix H
rat,652096,1,-1,NA,207.5,g,sprague-dawley,0.1,mg/kg,4,hour,0.506,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix H
rat,652096,1,-1,NA,207.5,g,sprague-dawley,0.1,mg/kg,8,hour,0.57,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix H
rat,652096,1,-1,NA,207.5,g,sprague-dawley,0.1,mg/kg,12,hour,0.565,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix H
rat,652096,1,-1,NA,207.5,g,sprague-dawley,0.1,mg/kg,16,hour,0.512,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix H
rat,652096,1,-1,NA,207.5,g,sprague-dawley,0.1,mg/kg,24,hour,0.421,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix H
rat,652096,1,-1,NA,207.5,g,sprague-dawley,0.1,mg/kg,36,hour,0.434,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix H
rat,652096,1,-1,NA,207.5,g,sprague-dawley,0.1,mg/kg,48,hour,0.441,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix H
rat,652096,1,-1,NA,207.5,g,sprague-dawley,0.1,mg/kg,72,hour,0.402,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix H
rat,652096,1,-1,NA,207.5,g,sprague-dawley,0.1,mg/kg,96,hour,0.39,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix H
rat,652096,1,-1,NA,207.5,g,sprague-dawley,0.1,mg/kg,120,hour,0.29,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix H
rat,652096,1,-1,NA,207.5,g,sprague-dawley,0.1,mg/kg,144,hour,0.288,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix H
rat,652096,1,-1,NA,207.5,g,sprague-dawley,0.1,mg/kg,168,hour,0.345,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix H
rat,652096,1,-1,NA,207.5,g,sprague-dawley,0.1,mg/kg,192,hour,0.287,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix H
rat,652096,1,-1,NA,207.5,g,sprague-dawley,0.1,mg/kg,240,hour,0.242,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix H
rat,652096,1,-1,NA,207.5,g,sprague-dawley,0.1,mg/kg,288,hour,0.255,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix H
rat,652096,1,-1,NA,207.5,g,sprague-dawley,0.1,mg/kg,336,hour,0.182,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix H
rat,652096,1,-1,NA,207.5,g,sprague-dawley,0.1,mg/kg,384,hour,0.16,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix H
rat,652096,1,-1,NA,207.5,g,sprague-dawley,0.1,mg/kg,432,hour,0.186,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix H
rat,652096,1,-1,NA,207.5,g,sprague-dawley,0.1,mg/kg,480,hour,0.148,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix H
rat,652096,1,-1,NA,207.5,g,sprague-dawley,0.1,mg/kg,528,hour,0.092,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix H
rat,652100,1,-1,NA,179.8,g,sprague-dawley,0.1,mg/kg,0.25,hour,0.651,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652100,1,-1,NA,179.8,g,sprague-dawley,0.1,mg/kg,0.5,hour,0.512,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652100,1,-1,NA,179.8,g,sprague-dawley,0.1,mg/kg,1,hour,0.577,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652100,1,-1,NA,179.8,g,sprague-dawley,0.1,mg/kg,2,hour,0.504,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652100,1,-1,NA,179.8,g,sprague-dawley,0.1,mg/kg,4,hour,0.318,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652100,1,-1,NA,179.8,g,sprague-dawley,0.1,mg/kg,8,hour,0.073,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652100,1,-1,NA,179.8,g,sprague-dawley,0.1,mg/kg,16,hour,-1,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652100,1,-1,NA,179.8,g,sprague-dawley,0.1,mg/kg,24,hour,-1,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652100,1,-1,NA,179.8,g,sprague-dawley,0.1,mg/kg,36,hour,-1,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652100,1,-1,NA,179.8,g,sprague-dawley,0.1,mg/kg,48,hour,-1,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652100,1,-1,NA,179.8,g,sprague-dawley,0.1,mg/kg,72,hour,-1,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652100,1,-1,NA,179.8,g,sprague-dawley,0.1,mg/kg,96,hour,-1,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652101,1,-1,NA,164.5,g,sprague-dawley,0.1,mg/kg,0.25,hour,0.566,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652101,1,-1,NA,164.5,g,sprague-dawley,0.1,mg/kg,0.5,hour,0.648,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652101,1,-1,NA,164.5,g,sprague-dawley,0.1,mg/kg,1,hour,0.487,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652101,1,-1,NA,164.5,g,sprague-dawley,0.1,mg/kg,2,hour,0.619,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652101,1,-1,NA,164.5,g,sprague-dawley,0.1,mg/kg,4,hour,0.422,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652101,1,-1,NA,164.5,g,sprague-dawley,0.1,mg/kg,8,hour,0.146,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652101,1,-1,NA,164.5,g,sprague-dawley,0.1,mg/kg,16,hour,0.05,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652101,1,-1,NA,164.5,g,sprague-dawley,0.1,mg/kg,24,hour,-1,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652101,1,-1,NA,164.5,g,sprague-dawley,0.1,mg/kg,36,hour,-1,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652101,1,-1,NA,164.5,g,sprague-dawley,0.1,mg/kg,48,hour,-1,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652101,1,-1,NA,164.5,g,sprague-dawley,0.1,mg/kg,72,hour,-1,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652101,1,-1,NA,164.5,g,sprague-dawley,0.1,mg/kg,96,hour,-1,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
